Date,AA,AAPL,AXP,BA,BAC,CAT,CVX,DD,DIS,GE,HD,HPQ,INTC,IBM,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PFE,PG,TRV,UTX,VZ,WMT,XOM,T
11/30/1991,-0.076923707,-0.01219004,0,-0.096950425,-0.080267579,-0.140624817,-9.71E-02,-0.059994935,-0.117893961,-0.061594809,0.057557989,-0.044666229,0.009231497,-0.046799945,0.017230776,-0.146464363,0.044924651,-0.029758347,-3.82E-02,0.066484421,0.035950771,0.065613542,-0.06877935,-0.031389725,3.89E-02,-0.011580127,-0.034574084,5.68E-02,-0.028370594,-0.039501066
12/31/1991,0.100428198,0.1108371,0.092103784,0.079096014,0.194677252,0.063637138,3.37E-02,0.050704186,0.093078508,0.19143357,0.118257804,0.18751043,0.19512157,-0.037837814,0.18806692,0.021039167,0.156756182,0.130111362,9.80E-02,0.142406444,0.143960312,0.229705428,0.265536721,0.158951182,1.02E-01,0.139108554,0.063360539,2.06E-01,0.038379537,0.11904761
1/31/1992,0.001940991,0.148558662,0.006098442,0.065445019,0.080000047,0.069368325,-7.79E-02,-0.002680914,0.193895019,-0.016340363,-0.085343346,0.03947388,0.221936574,0.011235948,-0.061135317,0.317647162,-0.03426796,0.14473689,-4.46E-02,-0.056306341,0.080898874,0.017270152,-0.130952926,0.111191034,6.86E-03,-0.064516098,-0.031460165,-8.49E-02,-0.043121222,-0.055526114
2/29/1992,0.083055089,0.044424142,0.018182477,-0.091244891,0.08262103,0.045455362,-1.88E-02,0.003380398,0.126373406,0.044850368,0.038539785,0.232067558,0.060547656,-0.021750393,-0.054588627,0.200892796,0.05483882,-0.066915881,8.77E-03,0.003182047,0.027027635,-0.008488479,0.025746576,-0.020482295,-1.53E-02,0.001318708,-0.056910463,2.32E-03,-0.008144467,0
3/31/1992,0.016215612,-0.137037396,0.101124965,-0.046195673,-0.034585166,0.023016984,3.65E-02,0.029729718,-0.013821211,-0.029854183,0.012192031,0.105506974,-0.129924605,-0.038848903,-0.037037092,-0.017187405,0.003562455,-0.015432118,-2.47E-02,-0.062509947,-0.040486802,-0.076805392,-0.067113166,0.006150369,-1.49E-02,0.032257172,-0.045976906,-1.29E-02,-0.04157556,-0.047619137
4/30/1992,0.103277657,0.03218899,-0.01639412,0.002849009,0.049450589,0.125972571,9.20E-02,0.139107565,-0.037470329,0.011551607,-0.036678128,-0.006211231,-0.031670101,0.086826358,-0.026922709,0.07251848,0.015290552,0.112852684,5.63E-02,-0.014443276,-0.069618429,-0.070502138,0.028776012,0.015181179,-2.84E-02,0.038461675,0.086395686,-1.88E-02,0.095890491,0.098670675
5/31/1992,0.003229992,-0.006237245,0.011111072,0.002840842,-0.026178049,0.075725427,3.55E-02,-0.019490258,0.042881509,-0.003263819,0.133032995,-0.05000002,-0.065423774,0.013128581,0.026048577,0.03914645,0.060240925,0.058690609,2.87E-02,0.042241241,0.09750157,-0.073852094,0.049097256,-0.004842564,5.66E-02,-0.019412481,-0.028168733,1.44E-02,0.022819731,-0.03406813
6/30/1992,-0.022543279,-0.195034223,0.033025944,-0.091168086,0.03240835,-0.109731463,-6.13E-02,-0.042654018,-0.049342098,0.025388029,-0.04778767,-0.090969395,0.140000037,0.078512408,-0.076129429,0.025409119,-0.08798226,-0.018666648,1.44E-02,-0.02790608,-0.132229909,0.071483274,-0.02177619,-0.104622849,1.17E-01,-0.00476191,0.031883878,1.51E-02,0.020618471,0.012448131
7/31/1992,-0.028007105,-0.026041787,-0.010752417,0.003134814,-0.034120702,0.030797008,6.53E-02,0.061881197,-0.002023888,-0.016077462,0.120818189,0.067150096,0.048247804,-0.031928491,0.100558564,-0.060606021,0.046874943,-0.046195683,3.09E-02,0.064102633,0.039286667,0.154932021,0.073630794,0.106539364,-4.06E-02,0.090908932,0.083148835,3.95E-02,0.026262632,0.092603488
8/31/1992,-0.118950715,-0.013394351,-0.092390911,-0.062929686,-0.060075434,-0.126696835,4.18E-02,-0.071546119,-0.04166697,-0.032679428,0.062815487,-0.221088541,-0.02929018,-0.073516811,0.007254097,-0.06810066,0.026865704,-0.029020228,-7.08E-03,-0.057880437,0.024051849,0.008709906,-0.009679426,-0.074074003,-5.37E-02,-0.027375307,0.021052672,2.24E-02,0.023346271,0.009487656
9/30/1992,0.025145632,-0.019021721,0.059948262,-0.01342281,0.034985383,0.080310172,8.50E-03,-0.045569622,0.050724702,0.065325549,0.037471415,-0.022824877,0.133621659,-0.067821014,-0.045569702,0.013309364,-0.055107016,0.044117692,4.06E-02,-0.084832908,0.080537121,0.098735336,-0.032361713,0.053333327,5.50E-02,-0.109090905,0.005154296,3.60E-02,-0.005836597,0.030075122
10/31/1992,0.052830119,0.163435139,-0.022856843,-0.020408149,0.042253519,0.005264085,-4.22E-02,0.026525189,0.087829075,-0.019169366,0.045145977,0.020179815,0.028151165,-0.171826621,0.061007968,0.053639459,0.003086264,0.03380271,3.66E-03,-0.014044987,0.102487156,-0.020439876,0.011704645,0.076691709,-6.91E-02,-0.066326605,-0.009736597,2.96E-02,-0.041095923,-0.01495318
11/30/1992,0.011174774,0.097571075,0.07017606,-0.01752998,0.097885349,0.086124471,-2.03E-02,0.00384638,0.071427927,0.084691322,0.054520452,0.169230399,0.059259279,0.038980756,0.012227253,0.090909458,-0.018165138,0.070338261,-7.73E-04,0.028490015,0.049296402,0.107542819,0.03811209,0.026004731,4.59E-02,-0.009104354,-0.013123358,5.75E-02,-0.016747772,0.0393259
12/31/1992,0.021390304,0.039130437,0.087432174,0.142348808,0.019851187,-0.055066731,1.09E-02,-0.020779244,0.019259714,0.034858497,0.106557019,0.054051701,0.216780411,-0.26190475,0.002481402,0.038036427,0.053459075,-0.005102152,-1.35E-02,-0.033499652,-0.083221961,-0.037397035,-0.071999979,-0.011520634,4.97E-02,0.072421603,0.090425912,-5.01E-03,0.027310863,0.066666677
1/31/1993,0.038395472,-0.004183984,-0.055839044,-0.121495302,0.04622872,0.049412454,4.68E-02,-0.029177752,0.062338557,0.007309473,-0.035184981,0.030410906,0.228103777,0.02233251,-0.128712857,0.051780168,0.011940233,-0.002564031,-2.61E-02,-0.069164319,0.013174791,-0.016566566,-0.08965559,-0.067181403,0.00E+00,-0.025972422,0.020161609,1.76E-02,0,-0.059983691
2/28/1993,-0.052045469,-0.107298416,0.053764348,-0.017930978,-0.004651179,0.033408127,7.10E-02,0.022729451,-0.027397715,-0.023221224,-0.023032545,0.024305286,0.091332476,0.067096203,-0.029114761,-0.003077231,0,0.043207179,8.51E-02,-0.046439654,-0.036125267,-0.116385834,-0.109618613,0.045226181,8.12E-03,-0.035636628,0.077481519,-1.92E-03,0.053030875,0.081669782
3/31/1993,-0.080213451,-0.028302076,0.117208139,0.018181833,0.028719328,0.019395909,7.95E-02,0.040431204,0.002816818,0.067298739,-0.005429639,0.034930132,-0.012874139,-0.064367744,0.002941054,0.005052397,0.009823593,0.044444406,3.79E-02,-0.075316375,0.10944325,0.062767496,0.066381835,-0.040865494,3.32E-02,0.05586586,0.00674184,-2.21E-02,0.039292627,0.048657706
4/30/1993,0.025193272,-0.004853997,0.032256909,0.085714319,-0.091533231,0.174077137,3.61E-02,0.080310822,-0.082973789,0.016830198,-0.109354437,-0.016419029,-0.171931025,-0.04422603,0.023460546,-0.052631238,-0.076246275,-0.089834546,1.60E-02,0.045936448,-0.075672504,-0.109299005,0.096385729,-0.009435461,0.00E+00,0.042327944,-0.071455352,-1.57E-01,-0.001890298,-0.001519722
